"model_id","wis","ae_median","interval_coverage_50","interval_coverage_95","n"
"delphi-epicast",0.382550306929421,0.538420238481839,0.488255613126079,0.966839378238342,5856
"hist-avg",0.698642652883249,1.08192755673815,0.447085357390701,0.931124219292158,5808
